Geneid	Chr	Start	End	Strand	Length	dump/SRR6754132_subread.bam	dump/SRR6754133_subread.bam	dump/SRR6754134_subread.bam	dump/SRR6754135_subread.bam	dump/SRR6754136_subread.bam	dump/SRR6754137_subread.bam	dump/SRR6754138_subread.bam	dump/SRR6754139_subread.bam	dump/SRR6754140_subread.bam
Gm10540	chr18	45285833	45286108	-	276	6	7	5	32	28	25	14	10	9
A330093E20Rik	chr18	45683487	45896509	-	213023	43	392	96	1	1	1	54	36	0
Gm26262	chr18	45941007	45941133	+	127	0	0	0	0	0	0	0	0	0
Gm38337	chr18	46112661	46113259	-	599	0	0	0	0	0	0	0	0	0
Trim36	chr18	46165302	46212607	-	47306	89	199	242	24	170	180	54	9	30
1700018A14Rik	chr18	46199021	46199731	+	711	0	0	0	0	0	4	0	0	0
Pggt1b	chr18	46239949	46280850	-	40902	483	626	499	898	1058	921	655	630	477
Ccdc112	chr18	46282151	46311928	-	29778	123	154	114	92	83	34	18	40	31
Gm24617	chr18	46367365	46367485	+	121	0	0	0	2	0	0	0	2	0
Mospd4	chr18	46465215	46465790	-	576	4	0	8	0	9	0	29	9	4
Gm24076	chr18	46473931	46474024	-	94	0	0	0	0	0	0	0	0	0
Fem1c	chr18	46501746	46525971	-	24226	1063	1136	676	498	1025	1360	998	758	915
Ticam2	chr18	46559155	46574533	-	15379	0	13	3	2	0	2	5	0	0
Tmed7	chr18	46560235	46597535	-	37301	1605	2158	2011	721	1038	1418	1018	771	735
Eif1a	chr18	46597704	46610225	+	12522	11908	8575	6842	8126	11865	9526	7508	9025	6232
Cdo1	chr18	46713205	46728342	-	15138	328	434	321	23	48	27	17	36	16
Atg12	chr18	46732417	46741579	-	9163	1556	1545	1335	1932	1459	1814	4648	4394	3841
Ap3s1	chr18	46741917	46790826	+	48910	551	711	663	1809	1413	1628	830	760	567
Lvrn	chr18	46850039	46905446	+	55408	55	292	174	83	102	130	117	50	108
Gm23610	chr18	46900801	46900907	+	107	5	3	2	10	3	0	4	0	0
Arl14epl	chr18	46925982	46934222	+	8241	0	0	0	12	25	11	0	2	0
Commd10	chr18	46958862	47087992	+	129131	989	1422	1221	3750	3252	3045	1427	1654	1155
Gm22791	chr18	46985337	46985481	-	145	0	0	0	0	0	0	0	0	0
Gm25036	chr18	47154373	47154422	+	50	0	4	1	0	0	0	0	1	0
Sema6a	chr18	47235598	47368870	-	133273	1206	2184	1433	231	608	1369	556	342	817
Eno1b	chr18	48045335	48048378	+	3044	1291	1292	1039	31487	26437	22843	12594	12364	13106
Gm5839	chr18	48626704	48627710	+	1007	0	1	5	0	0	0	1	0	1
1700044K03Rik	chr18	49523289	49524440	+	1152	0	0	0	0	0	0	0	0	0
Gm25440	chr18	49581696	49581849	-	154	0	3	0	0	0	0	0	0	0
Dtwd2	chr18	49696145	49755601	-	59457	116	280	40	158	253	130	197	106	211
Gm16283	chr18	49755794	49757189	+	1396	2	34	5	7	5	1	10	4	10
1700065O20Rik	chr18	49803326	49817958	-	14633	1	53	0	1	0	0	0	2	0
Dmxl1	chr18	49832670	49965473	+	132804	801	1609	1174	147	187	386	211	175	291
Tnfaip8	chr18	49979427	50107173	+	127747	2305	2123	1866	234	294	281	543	357	131
C030005K06Rik	chr18	50042730	50053844	-	11115	225	120	100	10	5	22	42	26	16
Hsd17b4	chr18	50128201	50196269	+	68069	20717	18305	10747	40552	34015	33993	20420	22939	20193
Cd63-ps	chr18	50134726	50135600	+	875	19112	16415	9340	39025	31666	31465	17416	20326	17381
Gm8529	chr18	50220071	50220815	-	745	1	1	1	8	5	2	4	6	6
Fam170a	chr18	50278369	50283019	+	4651	0	16	0	0	0	0	0	0	0
Hdhd1a	chr18	50567656	50568699	-	1044	0	2	0	0	0	0	0	0	0
Prr16	chr18	51117898	51304641	+	186744	92	512	86	0	3	0	124	50	0
Gm25739	chr18	51254169	51254275	-	107	0	0	0	0	0	0	0	0	0
Gm25785	chr18	51607544	51607668	-	125	0	1	0	0	0	0	0	0	0
Gm4950	chr18	51865264	51865881	-	618	399	416	323	2601	2037	1911	2063	1820	1683
Gm22259	chr18	52154501	52154607	-	107	0	0	0	0	0	0	0	0	0
Ftmt	chr18	52331536	52332986	+	1451	0	0	0	0	0	0	0	0	0
Srfbp1	chr18	52465693	52490738	+	25046	1032	1270	1007	1866	1909	1872	1325	1292	873
Gm27026	chr18	52472848	52473739	-	892	3	12	0	0	1	6	0	0	0
Lox	chr18	52516069	52529867	-	13799	24340	20329	13752	778	745	606	8029	8285	1679
Zfp474	chr18	52615915	52639830	+	23916	24	63	22	0	0	11	27	83	38
1700034E13Rik	chr18	52646209	52663733	+	17525	6	22	8	0	0	0	3	19	5
Gykl1	chr18	52693679	52695668	+	1990	2	1	0	0	0	0	0	0	0
Sncaip	chr18	52767709	52915935	+	148227	192	392	368	25	16	28	20	3	35
Snx2	chr18	53176365	53220860	+	44496	1554	1795	1582	3795	3698	3127	2851	3484	1762
Snx24	chr18	53245662	53390823	+	145162	574	630	243	732	556	817	938	628	518
Ppic	chr18	53406341	53418007	-	11667	17064	10960	7280	9168	7994	7274	6367	4664	3358
Prdm6	chr18	53464546	53575907	+	111362	18	107	82	1	16	0	32	38	1
Cep120	chr18	53681724	53744547	-	62824	602	765	527	218	260	410	175	197	263
Csnk1g3	chr18	53862113	53955684	+	93572	1324	1995	1584	639	680	713	774	438	350
Gm5507	chr18	53984321	53985328	+	1008	37	32	19	292	258	275	316	250	271
Redrum	chr18	54422295	54452840	+	30546	0	42	4	0	0	0	0	0	0
Zfp608	chr18	54888045	54990180	-	102136	357	1126	786	49	16	163	211	97	63
Gm26742	chr18	54981435	54987689	+	6255	27	138	84	1	0	2	14	5	15
Gm4221	chr18	54990310	55079414	+	89105	107	177	133	19	52	58	98	49	88
Gm24183	chr18	55085565	55085657	-	93	0	0	0	0	0	0	0	0	0
Gm34073	chr18	55143574	55143785	+	212	0	0	0	0	0	0	0	0	0
Gm22597	chr18	55179840	55179919	+	80	0	0	0	0	0	0	0	0	0
Gm37828	chr18	55339512	55339943	+	432	0	21	0	0	0	0	0	0	0
Gm37337	chr18	55516122	55517114	-	993	0	3	0	0	0	0	0	0	0
Gm24514	chr18	55622636	55622920	-	285	0	1	0	0	0	0	0	0	0
Gm26959	chr18	55745251	55746228	-	978	0	0	0	0	0	0	0	0	0
Gm8614	chr18	55837972	55838949	-	978	0	0	0	0	0	0	0	0	1
Gm23335	chr18	55966852	55966941	-	90	0	0	0	0	0	0	0	0	0
Gm6944	chr18	55972286	55973291	+	1006	3	5	4	12	14	9	15	7	9
Gm22484	chr18	55987222	55987527	-	306	0	0	0	0	0	0	0	0	0
Gm23555	chr18	56192999	56193133	+	135	0	0	0	0	0	0	0	0	0
Gm25476	chr18	56221834	56222018	+	185	0	0	2	0	0	0	0	0	0
Gramd3	chr18	56432132	56503792	+	71661	1307	1264	1081	374	471	348	886	784	615
Aldh7a1	chr18	56509687	56572951	-	63265	1683	1723	1003	1365	1323	1518	1330	1453	886
Mir1258	chr18	56538139	56538198	+	60	0	0	9	0	0	0	0	0	0
Phax	chr18	56562443	56587712	+	25270	1116	904	734	3142	2612	2451	1730	1733	1504
Tex43	chr18	56588350	56594782	+	6433	9	17	12	6	0	0	0	0	0
Lmnb1	chr18	56707813	56753424	+	45612	457	558	407	4932	6457	6557	443	506	1124
March3	chr18	56761716	56925548	-	163833	1769	3768	2636	37	116	117	143	80	80
Gm15345	chr18	56769717	56801688	+	31972	286	343	275	5	27	2	35	12	36
C330018D20Rik	chr18	56955833	56975368	-	19536	101	211	102	541	467	526	804	574	856
Megf10	chr18	57133090	57297467	+	164378	1244	1117	679	2028	3953	4464	2172	1191	1880
Prrc1	chr18	57354733	57392719	+	37987	2434	2900	1910	2171	1996	1722	2976	2564	1637
4930511M06Rik	chr18	57373455	57552397	-	178943	1912	2693	1996	1134	1052	1045	1953	1542	1040
Ctxn3	chr18	57468516	57478133	+	9618	186	281	318	28	21	28	286	200	126
1700066O22Rik	chr18	57504422	57533752	-	29331	23	45	47	0	0	0	0	0	0
1700011I03Rik	chr18	57533780	57731065	+	197286	110	366	156	35	43	62	229	144	112
Gm26038	chr18	57669453	57669558	-	106	0	0	0	0	0	0	0	0	0
Gm44491	chr18	57681814	57681909	+	96	0	0	0	0	0	0	0	0	0
Slc12a2	chr18	57878678	57946821	+	68144	1699	3950	3434	184	264	324	611	165	370
Fbn2	chr18	58008623	58209926	-	201304	1769	1532	729	85	173	92	98	41	6
Gm26507	chr18	58210252	58221885	+	11634	3	14	4	3	9	0	17	19	0
Gm25660	chr18	58231472	58231575	-	104	0	0	0	0	0	0	0	0	0
Slc27a6	chr18	58556257	58612773	+	56517	132	88	113	0	0	0	21	13	0
Gm23270	chr18	58615359	58615489	-	131	0	0	0	0	0	0	0	0	0
Isoc1	chr18	58659482	58679570	+	20089	686	649	759	2264	1356	1228	709	705	430
Adamts19	chr18	58836764	59053678	+	216915	19	362	49	12	7	13	35	15	2
A730017C20Rik	chr18	59062248	59076962	+	14715	0	31	12	0	0	0	8	0	0
Chsy3	chr18	59175401	59410446	+	235046	3705	5928	3835	28	139	160	205	89	2
Mir6355	chr18	59579630	59579735	+	106	0	0	0	0	0	0	0	0	0
Gm26028	chr18	59738064	59738357	-	294	0	0	0	0	0	0	0	0	0
Gm23576	chr18	60174317	60174426	+	110	0	0	0	0	0	0	0	0	0
Gm4951	chr18	60212080	60247820	+	35741	277	361	281	0	1	0	20	81	0
Gm5970	chr18	60220843	60222058	+	1216	18	31	8	0	0	0	2	1	0
Gm4841	chr18	60268301	60273267	-	4967	17	65	10	1	0	0	0	33	1
F830016B08Rik	chr18	60293380	60303016	+	9637	145	145	166	2	0	33	420	687	230
Iigp1	chr18	60376029	60392627	+	16599	8487	6665	5690	7	4	4	174	241	10
Gm6960	chr18	60426292	60426934	+	643	5	0	9	33	39	33	0	0	9
BC023105	chr18	60441753	60442983	+	1231	125	83	31	0	0	8	12	32	0
Smim3	chr18	60474193	60501983	-	27791	9836	7368	5571	1853	1460	1950	1121	1470	604
Dctn4	chr18	60526221	60558762	+	32542	1922	2426	2741	1132	2002	1777	1431	1420	1354
Rbm22	chr18	60560736	60572810	+	12075	984	1379	1087	1281	1372	1141	627	566	737
Myoz3	chr18	60576316	60591788	-	15473	79	34	68	0	0	0	0	0	4
Synpo	chr18	60593973	60660142	-	66170	1361	1918	1549	41	8	7	453	220	74
Ndst1	chr18	60685978	60713389	-	27412	2125	1895	1436	429	584	444	1069	350	277
Rps14	chr18	60774510	60778546	+	4037	9136	7857	4866	29432	24287	22265	14108	14496	12079
Gm8731	chr18	60778983	60779394	-	412	141	156	89	522	538	446	252	212	162
Cd74	chr18	60803848	60812646	+	8799	89	341	196	1	0	1	6	0	3
Mir5107	chr18	60812076	60812163	+	88	6	39	21	0	0	0	0	0	0
Tcof1	chr18	60813755	60848971	-	35217	941	1029	1014	2411	5084	4520	1454	741	885
Arsi	chr18	60911780	60918561	+	6782	80	174	85	0	1	0	0	22	0
Camk2a	chr18	60925618	60988152	+	62535	544	260	210	140	68	218	7618	7124	3562
Mir7220	chr18	60953873	60953932	+	60	0	0	0	0	0	0	0	0	0
Mir6982	chr18	60958073	60958140	+	68	0	0	0	3	2	0	31	18	10
Slc6a7	chr18	60995381	61014199	-	18819	15	40	10	0	0	0	0	1	0
Cdx1	chr18	61018862	61036199	-	17338	2	9	0	0	0	0	1	0	0
Pdgfrb	chr18	61045150	61085061	+	39912	8894	13808	14448	229	184	99	726	540	40
Csf1r	chr18	61105572	61132149	+	26578	284	358	335	155	130	212	85	140	82
Mir6983	chr18	61117468	61117531	+	64	0	0	0	0	0	0	0	0	0
Hmgxb3	chr18	61131279	61177050	-	45772	908	1324	1002	729	1082	892	422	432	393
Gm26403	chr18	61138509	61138613	-	105	0	4	0	0	0	0	0	0	0
Slc26a2	chr18	61192919	61211612	-	18694	389	437	371	136	340	270	399	418	325
Pde6a	chr18	61220482	61289924	+	69443	736	521	354	3807	3959	3517	1525	1569	1413
Rps2-ps10	chr18	61259008	61259972	-	965	727	390	319	3806	3959	3513	1496	1568	1413
Ppargc1b	chr18	61298136	61400431	-	102296	333	826	903	637	923	1256	1064	513	872
Gm25301	chr18	61397813	61397925	+	113	1	3	16	3	2	17	27	10	9
Mir378a	chr18	61397835	61397900	-	66	1	2	15	1	2	17	24	10	8
Gm25834	chr18	61467053	61467153	-	101	0	0	0	0	0	0	0	0	0
Arhgef37	chr18	61493794	61536536	-	42743	61	119	82	92	76	66	97	39	152
Csnk1a1	chr18	61555274	61590061	+	34788	19956	20030	15494	12710	13513	14779	16805	12483	12727
Bvht	chr18	61639542	61647472	+	7931	456	1000	876	154	77	123	221	125	119
Mir145a	chr18	61647825	61647894	-	70	30	57	59	3	2	4	0	2	0
Mir143	chr18	61649196	61649258	-	63	15	13	15	0	0	1	0	0	0
Carmn	chr18	61649625	61665537	-	15913	807	2096	1560	34	73	48	78	20	6
Il17b	chr18	61687935	61692537	+	4603	4	14	4	0	0	48	16	8	0
Gm38165	chr18	61691046	61692384	-	1339	1	3	0	0	0	20	5	1	0
Pcyox1l	chr18	61696837	61707635	-	10799	131	208	5	1158	1417	1434	776	653	1012
Grpel2	chr18	61712440	61726331	-	13892	384	474	235	1980	1745	1529	1725	1404	1334
1500015A07Rik	chr18	61726390	61735917	+	9528	168	175	142	255	212	397	2898	1852	1490
Afap1l1	chr18	61730261	61786702	-	56442	308	350	425	180	164	866	7431	4592	3695
Ablim3	chr18	61799395	61911852	-	112458	183	444	367	176	127	909	8868	5668	6210
Gm37774	chr18	61934976	61935220	-	245	0	0	0	0	0	0	13	3	3
Sh3tc2	chr18	61953075	62015715	+	62641	104	280	93	0	2	2	31	26	0
Adrb2	chr18	62177817	62179959	-	2143	1938	3429	3521	300	290	196	1563	1637	1239
Gm9949	chr18	62180126	62184405	+	4280	11	12	6	36	9	14	30	46	15
Htr4	chr18	62324204	62467802	+	143599	30	217	47	1	0	3	18	13	0
Fbxo38	chr18	62504069	62548743	-	44675	1790	2137	1608	1014	1854	2080	2374	1937	1521
Spink10	chr18	62548911	62661366	+	112456	12	227	52	26	117	41	60	22	63
Spink7	chr18	62592413	62596264	-	3852	0	0	0	0	0	0	0	0	0
Spink13	chr18	62607539	62741387	-	133849	6	207	9	24	44	0	46	23	5
Gm17732	chr18	62662108	62662928	+	821	0	0	0	12	0	0	0	0	0
2700046A07Rik	chr18	62751674	62756347	-	4674	0	32	0	0	1	0	0	0	0
Apcdd1	chr18	62922327	62953195	+	30869	113	91	160	21	4	4	34	24	6
Napg	chr18	62977836	62999450	+	21615	597	727	960	332	496	553	697	477	422
Piezo2	chr18	63010213	63387183	-	376971	2161	3047	1892	520	787	1111	275	182	44
Gm26972	chr18	63399247	63421197	+	21951	6	37	3	0	0	0	9	0	2
Gm23581	chr18	63508169	63508231	+	63	0	0	0	0	0	0	0	0	0
Gm22560	chr18	63509895	63510014	+	120	0	0	0	0	0	0	0	0	0
Gm22210	chr18	63533068	63533211	+	144	0	0	0	0	0	0	0	0	0
Gm24848	chr18	63584736	63584842	+	107	0	1	0	0	0	0	0	0	0
Txnl1	chr18	63662801	63692359	-	29559	4864	3692	2554	11855	11649	10396	6815	7906	5924
Wdr7	chr18	63708695	63989760	+	281066	919	1276	1168	270	798	508	936	528	685
Gm24384	chr18	63909082	63909156	-	75	0	2	0	0	0	0	0	0	1
St8sia3os	chr18	64157721	64277180	-	119460	9	56	19	4	2	0	7	2	0
St8sia3	chr18	64254359	64276146	+	21788	0	22	0	0	0	0	6	1	0
Onecut2	chr18	64340364	64398488	+	58125	14	114	24	0	1	1	31	24	6
Amd-ps3	chr18	64448519	64450014	-	1496	182	201	119	291	266	303	152	102	98
Fech	chr18	64456550	64489066	-	32517	1418	1183	1261	3531	3908	5983	11545	10255	10089
Nars	chr18	64499665	64516557	-	16893	7699	8053	5064	22940	19430	19353	16630	19591	14196
Atp8b1	chr18	64528979	64661000	-	132022	1806	3039	2881	1225	999	951	475	404	351
Gm23016	chr18	64728066	64728127	+	62	0	0	0	0	0	0	0	0	0
Gm24504	chr18	64786329	64786428	-	100	0	0	0	0	0	0	0	0	0
Nedd4l	chr18	64887756	65217826	+	330071	2739	6048	4548	260	275	471	1240	860	1048
Mir122	chr18	65248861	65248926	+	66	0	1	0	0	0	0	0	0	0
Alpk2	chr18	65265529	65393888	-	128360	36	152	54	374	161	394	171	156	139
Gm22567	chr18	65427469	65427810	+	342	0	1	0	0	0	0	0	0	0
Malt1	chr18	65430963	65478823	+	47861	245	380	400	64	106	139	62	52	43
Zfp532	chr18	65580230	65689443	+	109214	584	803	769	205	237	228	232	222	282
Gm37643	chr18	65603834	65605093	+	1260	0	0	2	0	0	0	5	0	0
Oacyl	chr18	65698268	65751601	+	53334	91	83	32	18	0	0	62	16	31
Sec11c	chr18	65800549	65817665	+	17117	1349	1139	1102	2281	1800	1928	2104	2049	1952
Grp	chr18	65872820	65886579	+	13760	94	93	243	0	0	0	0	0	0
Gm25150	chr18	65907163	65907222	-	60	0	0	0	0	0	0	0	0	0
Rax	chr18	65934639	65939089	-	4451	3	20	24	0	2	0	0	17	4
Raxos1	chr18	65937538	65940447	+	2910	0	0	1	0	0	0	0	0	0
Cplx4	chr18	65955727	65970178	-	14452	1	17	55	0	0	0	0	0	0
Lman1	chr18	65980754	66022580	-	41827	3138	2837	2143	3106	4807	4894	4288	3724	3495
Ccbe1	chr18	66045302	66302739	-	257438	1151	1420	583	144	143	10	668	391	44
Mir694	chr18	66219264	66219333	-	70	0	0	0	0	0	0	0	0	0
Gm15958	chr18	66291274	66319607	+	28334	84	69	51	46	30	0	80	71	0
Pmaip1	chr18	66458604	66465550	+	6947	382	279	226	476	1152	1172	13557	11233	10731
Gm24679	chr18	66549935	66550045	-	111	0	0	0	0	0	0	0	0	0
Gm22219	chr18	66676361	66676679	+	319	0	0	0	0	0	0	0	0	0
Mc4r	chr18	66857715	66860472	-	2758	2	2	0	535	702	725	69	79	96
Gnal	chr18	67088336	67226792	+	138457	1797	1846	1477	2468	2486	2343	3279	3120	2611
Gm23512	chr18	67174885	67174991	-	107	4	0	3	9	4	2	14	2	6
Chmp1b	chr18	67203531	67207880	+	4350	1474	1403	1171	2249	2220	2182	3019	2841	2337
Mppe1	chr18	67225530	67245830	-	20301	421	389	262	399	387	257	422	587	498
Impa2	chr18	67289253	67319146	+	29894	702	1747	2092	330	423	504	924	605	848
B430212C06Rik	chr18	67321209	67344103	-	22895	171	403	313	2	15	5	61	23	40
Cidea	chr18	67343564	67367794	+	24231	44	84	107	0	11	11	128	111	143
Tubb6	chr18	67390717	67402748	+	12032	17647	14063	9945	38107	32800	33818	50117	58152	50108
Afg3l2	chr18	67404767	67449166	-	44400	1925	2385	1822	3205	5580	5240	5646	3972	5379
Gm24900	chr18	67462342	67462475	+	134	0	0	4	0	0	0	0	1	0
Slmo1	chr18	67464849	67480581	+	15733	458	294	175	343	293	339	530	386	306
Spire1	chr18	67488209	67552777	-	64569	2130	2560	1868	542	1026	1135	612	624	624
Gm17669	chr18	67562387	67562851	+	465	62	71	42	380	417	341	220	197	175
Cep76	chr18	67617397	67641336	-	23940	342	343	322	518	860	1015	713	355	392
Psmg2	chr18	67641599	67654162	+	12564	465	458	590	2700	2215	2155	2519	1746	1921
Ptpn2	chr18	67665511	67724595	-	59085	3259	4203	3548	3599	3108	3408	1820	1323	1581
Gm26910	chr18	67773712	67774857	-	1146	37	41	10	0	12	4	6	30	10
Seh1l	chr18	67774876	67795461	+	20586	2065	2472	1923	3580	5639	6112	3652	2671	3272
Cep192	chr18	67800107	67885168	+	85062	303	531	472	430	656	628	72	60	166
Ldlrad4	chr18	67933257	68255549	+	322293	5924	8400	6247	226	138	264	1058	1118	814
Fam210a	chr18	68260187	68300333	-	40147	1707	2143	1598	1242	1940	1910	1080	966	1191
Mir7219	chr18	68260920	68260973	-	54	30	24	21	20	20	17	8	10	22
Rnmt	chr18	68300355	68324852	+	24498	1299	1553	1578	4976	4111	3770	4152	3164	3071
Mc5r	chr18	68337603	68339711	+	2109	118	161	46	0	0	0	19	5	0
Mc2r	chr18	68406907	68429251	-	22345	6	18	6	0	3	0	5	2	0
Mir6356	chr18	68739400	68739501	+	102	0	0	0	0	0	0	0	0	0
4930546C10Rik	chr18	68944633	68950141	-	5509	0	4	11	0	0	0	0	10	0
Mir145b	chr18	69022199	69022273	-	75	0	0	0	0	0	0	0	0	0
Gm23536	chr18	69173987	69174120	-	134	0	0	0	0	0	0	0	0	0
RP24-219I3.2	chr18	69193336	69195744	-	2409	0	12	0	0	0	0	0	0	0
Gm4842	chr18	69256288	69257122	+	835	0	0	0	0	0	0	2	0	0
Tcf4	chr18	69343356	69689079	+	345724	16381	20271	16149	4406	4087	5558	7587	5761	5253
Gm24845	chr18	69551963	69552071	+	109	0	0	0	0	0	0	0	0	0
Gm22508	chr18	69777936	69778045	-	110	0	0	0	0	0	0	0	0	0
Ccdc68	chr18	69925426	69969484	+	44059	329	686	712	0	78	17	95	78	32
1700061H18Rik	chr18	69943320	69969609	-	26290	248	577	513	0	50	13	74	69	28
4930448D08Rik	chr18	69969677	69972366	+	2690	1	0	0	0	0	0	0	0	0
Rab27b	chr18	69979131	70141605	-	162475	156	311	206	360	333	470	797	354	735
Dynap	chr18	70240429	70244584	-	4156	1	21	1	2881	3665	4135	219	237	325
4930503L19Rik	chr18	70453140	70472480	-	19341	273	332	432	582	2164	2464	355	361	493
Stard6	chr18	70472454	70501066	+	28613	31	67	34	85	212	213	86	31	63
Poli	chr18	70508680	70530620	-	21941	95	90	144	268	199	203	119	192	176
Mir6357	chr18	70516786	70516889	+	104	6	6	9	17	9	19	7	10	20
Mbd2	chr18	70568189	70626131	+	57943	1564	2278	1848	336	408	267	281	244	206
Dcc	chr18	71258738	72351069	-	1092332	194	2871	335	10	9	8	368	94	12
Gm25509	chr18	72899882	72899987	-	106	0	1	0	0	0	0	0	0	0
n-R5-8s1	chr18	73533403	73533550	-	148	0	0	0	0	0	1	0	0	0
Mex3c	chr18	73573044	73592575	+	19532	1463	1707	1226	201	318	257	145	277	218
Gm26438	chr18	73611516	73611622	+	107	0	5	0	0	0	0	1	0	0
Gm22065	chr18	73624928	73625037	+	110	0	3	0	0	0	0	0	0	0
Smad4	chr18	73639009	73703780	-	64772	1857	2093	1649	657	677	764	313	327	387
Elac1	chr18	73735038	73754479	-	19442	201	204	271	160	151	141	278	186	211
Me2	chr18	73770040	73815392	-	45353	557	563	349	10049	9049	9078	2462	2523	3134
Mro	chr18	73859385	73881333	+	21949	12	23	0	0	0	2	0	1	0
Mapk4	chr18	73928486	74065359	-	136874	100	195	186	136	89	120	5	72	22
D730045A05Rik	chr18	74017907	74020088	+	2182	0	1	0	0	0	0	0	0	9
Gm9925	chr18	74065102	74065584	+	483	0	0	0	0	0	0	0	0	0
Ska1	chr18	74195299	74207818	-	12520	5	16	27	1583	1608	1371	169	109	202
Cxxc1	chr18	74216131	74221491	+	5361	1028	1312	1337	3183	3220	2497	1803	1448	1091
Mbd1	chr18	74268272	74282685	+	14414	611	926	786	580	877	630	475	553	521
Cfap53	chr18	74283090	74359986	+	76897	78	133	102	489	582	537	61	114	68
Gm14328	chr18	74303524	74303931	-	408	19	30	13	403	476	446	47	91	51
Myo5b	chr18	74440936	74771493	+	330558	72	377	102	0	0	29	33	9	4
1700120E14Rik	chr18	74525140	74531124	-	5985	0	25	2	0	0	0	0	0	0
Scarna17	chr18	74778391	74778469	-	79	2	0	0	0	0	1	0	0	1
Gm23119	chr18	74778561	74778700	-	140	9	3	3	3	2	3	3	0	1
Acaa2	chr18	74779197	74806207	+	27011	1803	1685	1306	2152	1771	1847	6778	5978	6978
Gm24559	chr18	74906314	74906434	-	121	0	0	0	0	0	0	0	0	0
Gm25594	chr18	74910152	74910233	-	82	0	0	0	0	0	0	0	3	0
Lipg	chr18	74939322	74961263	-	21942	612	411	181	17	44	4	533	503	42
Rpl17	chr18	75000477	75003381	+	2905	314	316	221	560	517	410	217	251	216
Snord58b	chr18	75001058	75001123	+	66	12	9	0	31	16	7	1	7	4
Gm23301	chr18	75001455	75001519	+	65	29	31	13	1	10	2	4	0	2
Gm26202	chr18	75001880	75001944	+	65	19	21	12	1	2	13	3	0	0
BC031181	chr18	75005900	75009933	+	4034	1968	2196	2096	4188	3019	3175	4484	4879	3664
Dym	chr18	75018772	75286966	+	268195	1241	1604	1138	1706	1783	1321	1797	1522	1564
Gm27781	chr18	75023856	75023947	+	92	0	0	0	0	0	0	0	0	0
Gm8807	chr18	75182218	75182709	-	492	15	15	12	67	63	41	13	10	17
2010010A06Rik	chr18	75288655	75297329	-	8675	13	11	8	8	6	8	5	6	7
Gm20544	chr18	75365332	75367088	-	1757	4	4	0	48	51	26	6	5	13
Smad7	chr18	75367529	75395935	+	28407	1088	1302	1417	931	871	551	279	603	89
Ctif	chr18	75431224	75697696	-	266473	1185	2072	2020	457	745	877	1109	681	765
Gm10532	chr18	75514645	75522806	+	8162	10	12	39	0	4	15	30	16	2
1700034B16Rik	chr18	75781032	75782303	+	1272	0	0	0	0	0	0	0	0	0
Zbtb7c	chr18	75820178	76148561	+	328384	1425	2477	1755	751	978	925	627	320	245
Mir6358	chr18	76170552	76170652	+	101	2	0	1	0	0	0	3	0	4
Smad2	chr18	76241580	76305731	+	64152	1327	1237	966	2037	2130	1986	973	1321	912
Skor2	chr18	76856405	76900342	+	43938	3	74	11	2	2	6	4	1	0
Ier3ip1	chr18	76930017	76941605	+	11589	4056	4022	2331	6462	4769	4386	4735	4409	3782
Hdhd2	chr18	76930126	76972902	+	42777	4715	4823	2743	9267	7092	6702	7208	6433	6157
Katnal2	chr18	76977148	77047308	-	70161	64	96	59	95	118	72	98	136	161
Pias2	chr18	77065208	77155708	+	90501	1586	2257	1930	3342	4432	3735	1538	1750	1492
Gm7276	chr18	77185006	77186257	-	1252	45	4	8	0	0	0	7	0	21
St8sia5	chr18	77185853	77255450	+	69598	241	40	157	1	1	1	33	21	96
Gm15957	chr18	77218354	77219327	-	974	0	0	0	1	0	1	0	0	0
Loxhd1	chr18	77281958	77442341	+	160384	55	75	15	1	24	2	4	4	0
Rnf165	chr18	77456110	77565147	-	109038	82	87	57	0	5	36	11	2	4
8030462N17Rik	chr18	77633281	77714010	-	80730	387	795	446	264	168	306	92	106	192
Gm26014	chr18	77682614	77682745	+	132	0	0	4	0	0	0	0	0	0
4930465K10Rik	chr18	77714210	77715449	+	1240	11	5	12	35	3	22	0	12	9
A330094K24Rik	chr18	77729681	77733470	-	3790	0	3	0	30	24	80	61	62	104
Haus1	chr18	77757567	77767780	-	10214	260	217	182	2528	2138	1993	765	694	771
Atp5a1	chr18	77773729	77782869	+	9141	13791	11435	9957	55662	58516	56693	54138	41867	55325
F830208F22Rik	chr18	77793259	77796743	-	3485	47	8	33	62	91	127	200	121	180
Pstpip2	chr18	77794545	77882007	+	87463	212	267	177	224	512	565	1615	954	1280
Gm23954	chr18	77806314	77806666	-	353	0	4	3	0	5	0	0	0	0
Epg5	chr18	77938467	78035027	+	96561	239	344	253	420	148	226	209	185	227
Siglec15	chr18	78043614	78057395	-	13782	3	21	0	2	1	9	0	13	28
Slc14a1	chr18	78100091	78142119	-	42029	3	15	42	0	1	43	29	20	97
Slc14a2	chr18	78146940	78209094	-	62155	8	54	2	0	1	1	4	11	0
Gm6133	chr18	78349754	78350701	+	948	12	20	11	49	58	61	52	63	36
Gm26430	chr18	78533458	78533564	+	107	0	0	0	0	0	0	0	0	0
Gm23895	chr18	78648128	78648287	+	160	0	1	0	0	0	0	0	0	0
Setbp1	chr18	78750380	79109391	-	359012	2047	3087	1612	11	157	246	265	201	354
